"Id","Predicted"
431,9786.37036739898
432,9727.19399872551
433,9712.14915923226
434,9729.19997732461
435,9701.11627693721
436,9801.41520689223
437,9687.0744267435
438,9750.26275261517
439,9714.15513783136
440,9745.24780611742
441,9696.10133043946
442,9807.43314268953
443,9765.30759210842
444,9718.16709502956
445,9674.03556584935
446,9758.28666701157
447,9787.37335669853
448,9739.22987032012
449,9734.21492382236
450,9756.28068841247
451,9725.18802012641
452,9714.15513783136
453,9778.34645300257
454,9703.12225553631
455,9800.41221759268
456,9758.28666701157
457,9743.24182751832
458,9815.45705708593
459,9759.28965631112
460,9785.36737809943
461,9821.47499288323
462,9734.21492382236
463,9814.45406778638
464,9779.34944230212
465,9747.25378471652
466,9717.16410573001
467,9743.24182751832
468,9737.22389172102
469,9680.05350164665
470,9727.19399872551
471,9739.22987032012
472,9742.23883821877
473,9731.20595592371
474,9790.38232459718
475,9695.09834113991
476,9740.23285961967
477,9768.31656000707
478,9782.35841020078
479,9739.22987032012
480,9710.14318063316
481,9762.29862420977
482,9729.19997732461
483,9791.38531389673
484,9735.21791312191
485,9704.12524483586
486,9752.26873121427
487,9746.25079541697
488,9774.33449580437
489,9734.21492382236
490,9693.0923625408
491,9762.29862420977
492,9819.46901428413
493,9714.15513783136
494,9801.41520689223
495,9724.18503082686
496,9800.41221759268
497,9757.28367771202
498,9759.28965631112
499,9718.16709502956
500,9731.20595592371
501,9707.13421273451
502,9700.11328763766
503,9755.27769911292
504,9771.32552790572
505,9770.32253860617
506,9781.35542090123
507,9796.40026039448
508,9762.29862420977
509,9709.14019133361
510,9717.16410573001
511,9691.08638394171
512,9778.34645300257
513,9748.25677401607
514,9788.37634599808
515,9761.29563491022
516,9818.46602498458
517,9782.35841020078
518,9773.33150650482
519,9658.9907263561
520,9732.20894522326
521,9777.34346370302
522,9791.38531389673
523,9701.11627693721
524,9769.31954930662
525,9701.11627693721
526,9806.43015338998
527,9769.31954930662
528,9706.13122343496
529,9651.96980125925
530,9701.11627693721
531,9786.37036739898
532,9719.17008432911
533,9657.98773705655
534,9801.41520689223
535,9734.21492382236
536,9799.40922829313
537,9722.17905222776
538,9808.43613198908
539,9719.17008432911
540,9802.41819619178
541,9745.24780611742
542,9704.12524483586
543,9816.46004638548
544,9809.43912128863
545,9684.06545884485
546,9699.11029833811
547,9776.34047440347
548,9759.28965631112
549,9694.09535184035
550,9686.07143744395
551,9768.31656000707
552,9787.37335669853
553,9772.32851720527
554,9802.41819619178
555,9670.02360865115
556,9832.50787517829
557,9714.15513783136
558,9782.35841020078
559,9757.28367771202
560,9707.13421273451
561,9800.41221759268
562,9751.26574191472
563,9815.45705708593
564,9745.24780611742
565,9731.20595592371
566,9740.23285961967
567,9746.25079541697
568,9680.05350164665
569,9747.25378471652
570,9750.26275261517
571,9735.21791312191
572,9787.37335669853
573,9735.21791312191
574,9729.19997732461
575,9694.09535184035
576,9765.30759210842
577,9811.44509988773
578,9710.14318063316
579,9721.17606292821
580,9855.57662906794
581,9763.30161350932
582,9656.984747757
583,9738.22688102057
584,9824.48396078188
585,9696.10133043946
586,9804.42417479088
587,9761.29563491022
588,9747.25378471652
589,9701.11627693721
590,9742.23883821877
591,9689.08040534261
592,9771.32552790572
593,9685.0684481444
594,9724.18503082686
595,9751.26574191472
596,9739.22987032012
597,9760.29264561067
598,9691.08638394171
599,9776.34047440347
600,9754.27470981337
601,9752.26873121427
602,9739.22987032012
603,9753.27172051382
604,9702.11926623676
605,9748.25677401607
606,9718.16709502956
607,9702.11926623676
608,9774.33449580437
609,9718.16709502956
610,9708.13720203406
611,9762.29862420977
612,9759.28965631112
613,9757.28367771202
614,9738.22688102057
615,9802.41819619178
616,9803.42118549133
617,9722.17905222776
618,9898.7051689486
619,9805.42716409043
620,9784.36438879988
621,9779.34944230212
622,9749.25976331562
623,9704.12524483586
624,9839.52880027514
625,9729.19997732461
626,9706.13122343496
627,9739.22987032012
628,9770.32253860617
629,9746.25079541697
630,9690.08339464216
631,9816.46004638548
632,9744.24481681787
633,9839.52880027514
634,9781.35542090123
635,9805.42716409043
636,9712.14915923226
637,9692.08937324126
638,9746.25079541697
639,9753.27172051382
640,9788.37634599808
641,9806.43015338998
642,9773.33150650482
643,9794.39428179538
644,9790.38232459718
645,9669.0206193516
646,9766.31058140797
647,9695.09834113991
648,9766.31058140797
649,9687.0744267435
650,9701.11627693721
651,9834.51385377739
652,9749.25976331562
653,9665.0086621534
654,9736.22090242146
655,9745.24780611742
656,9730.20296662416
657,9754.27470981337
658,9758.28666701157
659,9821.47499288323
660,9765.30759210842
661,9734.21492382236
662,9784.36438879988
663,9658.9907263561
664,9728.19698802506
665,9769.31954930662
666,9829.49890727964
667,9751.26574191472
668,9749.25976331562
669,9725.18802012641
670,9718.16709502956
671,9822.47798218279
672,9783.36139950033
673,9738.22688102057
674,9759.28965631112
675,9718.16709502956
676,9777.34346370302
677,9779.34944230212
678,9780.35243160168
679,9777.34346370302
680,9830.50189657919
681,9724.18503082686
682,9792.38830319628
683,9694.09535184035
684,9829.49890727964
685,9652.9727905588
686,9786.37036739898
687,9748.25677401607
688,9703.12225553631
689,9771.32552790572
690,9797.40324969403
691,9798.40623899358
692,9847.55271467154
693,9751.26574191472
694,9804.42417479088
695,9779.34944230212
696,9651.96980125925
697,9773.33150650482
698,9722.17905222776
699,9743.24182751832
700,9816.46004638548
701,9696.10133043946
702,9811.44509988773
703,9678.04752304755
704,9728.19698802506
705,9754.27470981337
706,9775.33748510392
707,9692.08937324126
708,9823.48097148234
709,9809.43912128863
710,9648.9608333606
711,9810.44211058818
712,9733.21193452281
713,9818.46602498458
714,9747.25378471652
715,9701.11627693721
716,9854.57363976839
717,9777.34346370302
718,9806.43015338998
719,9780.35243160168
720,9753.27172051382
721,9750.26275261517
722,9735.21791312191
723,9704.12524483586
724,9787.37335669853
725,9807.43314268953
726,9806.43015338998
727,9695.09834113991
728,9741.23584891922
729,9771.32552790572
730,9761.29563491022
731,9787.37335669853
732,9779.34944230212
733,9854.57363976839
734,9758.28666701157
735,9770.32253860617
736,9723.18204152731
737,9735.21791312191
738,9749.25976331562
739,9838.52581097559
740,9636.92496176599
741,9722.17905222776
742,9736.22090242146
743,9716.16111643046
744,9774.33449580437
745,9810.44211058818
746,9797.40324969403
747,9701.11627693721
748,9745.24780611742
749,9776.34047440347
750,9721.17606292821
751,9700.11328763766
752,9778.34645300257
753,9806.43015338998
754,9757.28367771202
755,9694.09535184035
756,9750.26275261517
757,9816.46004638548
758,9727.19399872551
759,9694.09535184035
760,9765.30759210842
761,9816.46004638548
762,9653.97577985835
763,9713.15214853181
764,9781.35542090123
765,9747.25378471652
766,9776.34047440347
767,9748.25677401607
768,9795.39727109493
769,9783.36139950033
770,9728.19698802506
771,9728.19698802506
772,9819.46901428413
773,9705.12823413541
774,9728.19698802506
775,9764.30460280887
776,9699.11029833811
777,9701.11627693721
778,9812.44808918728
779,9732.20894522326
780,9820.47200358368
781,9812.44808918728
782,9697.10431973901
783,9767.31357070752
784,9770.32253860617
785,9807.43314268953
786,9740.23285961967
787,9790.38232459718
788,9804.42417479088
789,9770.32253860617
790,9772.32851720527
791,9808.43613198908
792,9774.33449580437
793,9685.0684481444
794,9761.29563491022
795,9735.21791312191
796,9760.29264561067
797,9790.38232459718
798,9738.22688102057
799,9770.32253860617
800,9752.26873121427
801,9711.14616993271
802,9821.47499288323
803,9681.0564909462
804,9720.17307362866
805,9857.58260766704
806,9739.22987032012
807,9682.05948024575
808,9853.57065046884
809,9832.50787517829
810,9667.0146407525
811,9778.34645300257
812,9702.11926623676
813,9754.27470981337
814,9786.37036739898
815,9758.28666701157
816,9720.17307362866
817,9703.12225553631
818,9825.48695008143
819,9814.45406778638
820,9678.04752304755
821,9700.11328763766
822,9773.33150650482
823,9730.20296662416
824,9712.14915923226
825,9763.30161350932
826,9679.0505123471
827,9768.31656000707
828,9695.09834113991
829,9789.37933529763
830,9742.23883821877
831,9709.14019133361
832,9792.38830319628
833,9722.17905222776
834,9780.35243160168
835,9753.27172051382
836,9727.19399872551
837,9769.31954930662
838,9687.0744267435
839,9769.31954930662
840,9686.07143744395
841,9709.14019133361
842,9808.43613198908
843,9737.22389172102
844,9726.19100942596
845,9811.44509988773
846,9740.23285961967
847,9752.26873121427
848,9782.35841020078
849,9727.19399872551
850,9737.22389172102
851,9826.48993938098
852,9776.34047440347
853,9734.21492382236
854,9724.18503082686
855,9801.41520689223
856,9690.08339464216
857,9677.044533748
858,9759.28965631112
859,9681.0564909462
860,9789.37933529763
861,9683.0624695453
862,9716.16111643046
863,9681.0564909462
864,9772.32851720527
865,9764.30460280887
866,9731.20595592371
867,9801.41520689223
868,9741.23584891922
869,9708.13720203406
870,9699.11029833811
871,9749.25976331562
872,9795.39727109493
873,9763.30161350932
874,9780.35243160168
875,9669.0206193516
876,9774.33449580437
877,9748.25677401607
878,9717.16410573001
879,9690.08339464216
880,9731.20595592371
881,9790.38232459718
882,9738.22688102057
883,9761.29563491022
884,9679.0505123471
885,9794.39428179538
886,9825.48695008143
887,9707.13421273451
888,9725.18802012641
889,9687.0744267435
890,9733.21193452281
891,9846.54972537199
892,9803.42118549133
893,9793.39129249583
894,9692.08937324126
895,9678.04752304755
896,9745.24780611742
897,9690.08339464216
898,9786.37036739898
899,9742.23883821877
900,9774.33449580437
901,9855.57662906794
902,9778.34645300257
903,9784.36438879988
904,9750.26275261517
905,9788.37634599808
906,9780.35243160168
907,9828.49591798009
908,9780.35243160168
909,9724.18503082686
910,9720.17307362866
911,9794.39428179538
912,9718.16709502956
913,9816.46004638548
914,9761.29563491022
915,9772.32851720527
916,9767.31357070752
917,9817.46303568503
918,9735.21791312191
919,9715.15812713091
920,9741.23584891922
921,9650.9668119597
922,9832.50787517829
923,9636.92496176599
924,9696.10133043946
925,9785.36737809943
926,9670.02360865115
927,9735.21791312191
928,9794.39428179538
929,9777.34346370302
930,9818.46602498458
931,9741.23584891922
932,9751.26574191472
933,9720.17307362866
934,9784.36438879988
935,9812.44808918728
936,9727.19399872551
937,9694.09535184035
938,9784.36438879988
939,9754.27470981337
940,9754.27470981337
941,9725.18802012641
942,9764.30460280887
943,9858.58559696659
944,9783.36139950033
945,9798.40623899358
946,9682.05948024575
947,9740.23285961967
948,9676.04154444845
949,9775.33748510392
950,9698.10730903856
951,9761.29563491022
952,9689.08040534261
953,9688.07741604305
954,9799.40922829313
955,9790.38232459718
956,9741.23584891922
957,9730.20296662416
958,9701.11627693721
959,9741.23584891922
960,9842.53776817379
961,9658.9907263561
962,9746.25079541697
963,9708.13720203406
964,9764.30460280887
965,9661.99969425475
966,9786.37036739898
967,9752.26873121427
968,9750.26275261517
969,9657.98773705655
970,9619.87414367364
971,9826.48993938098
972,9703.12225553631
973,9691.08638394171
974,9753.27172051382
975,9760.29264561067
976,9878.6453829576
977,9659.99371565565
978,9782.35841020078
979,9762.29862420977
980,9820.47200358368
981,9778.34645300257
982,9791.38531389673
983,9790.38232459718
984,9813.45107848683
985,9783.36139950033
986,9779.34944230212
987,9778.34645300257
988,9740.23285961967
989,9756.28068841247
990,9793.39129249583
991,9795.39727109493
992,9800.41221759268
993,9739.22987032012
994,9768.31656000707
995,9699.11029833811
996,9756.28068841247
997,9868.61548996209
998,9666.01165145295
999,9773.33150650482
1000,9725.18802012641
1001,9737.22389172102
1002,9758.28666701157
1003,9736.22090242146
1004,9754.27470981337
1005,9740.23285961967
1006,9755.27769911292
1007,9842.53776817379
1008,9677.044533748
1009,9778.34645300257
1010,9729.19997732461
1011,9767.31357070752
1012,9729.19997732461
1013,9648.9608333606
1014,9745.24780611742
1015,9689.08040534261
1016,9742.23883821877
1017,9779.34944230212
1018,9792.38830319628
1019,9739.22987032012
1020,9731.20595592371
1021,9894.6932117504
1022,9844.54374677289
1023,9764.30460280887
1024,9788.37634599808
1025,9749.25976331562
1026,9656.984747757
1027,9731.20595592371
1028,9671.0265979507
1029,9810.44211058818
1030,9805.42716409043
1031,9691.08638394171
1032,9775.33748510392
1033,9745.24780611742
1034,9756.28068841247
1035,9725.18802012641
1036,9634.91898316689
1037,9758.28666701157
1038,9663.0026835543
1039,9726.19100942596
1040,9744.24481681787
1041,9806.43015338998
1042,9782.35841020078
1043,9762.29862420977
1044,9665.0086621534
1045,9780.35243160168
1046,9799.40922829313
1047,9637.92795106554
1048,9789.37933529763
1049,9785.36737809943
1050,9777.34346370302
1051,9738.22688102057
1052,9703.12225553631
1053,9750.26275261517
1054,9738.22688102057
1055,9763.30161350932
1056,9659.99371565565
1057,9767.31357070752
1058,9815.45705708593
1059,9744.24481681787
1060,9793.39129249583
1061,9752.26873121427
1062,9795.39727109493
1063,9762.29862420977
1064,9725.18802012641
1065,9759.28965631112
1066,9793.39129249583
1067,9741.23584891922
1068,9796.40026039448
1069,9774.33449580437
1070,9767.31357070752
1071,9688.07741604305
1072,9772.32851720527
1073,9792.38830319628
1074,9760.29264561067
1075,9805.42716409043
1076,9759.28965631112
1077,9776.34047440347
1078,9755.27769911292
1079,9712.14915923226
1080,9709.14019133361
1081,9756.28068841247
1082,9756.28068841247
1083,9704.12524483586
1084,9794.39428179538
1085,9786.37036739898
1086,9760.29264561067
1087,9784.36438879988
1088,9759.28965631112
1089,9683.0624695453
1090,9727.19399872551
1091,9765.30759210842
1092,9748.25677401607
1093,9713.15214853181
1094,9749.25976331562
1095,9801.41520689223
1096,9752.26873121427
1097,9661.99969425475
1098,9760.29264561067
1099,9732.20894522326
1100,9745.24780611742
1101,9669.0206193516
1102,9778.34645300257
1103,9693.0923625408
1104,9782.35841020078
1105,9738.22688102057
1106,9737.22389172102
1107,9711.14616993271
1108,9787.37335669853
1109,9778.34645300257
1110,9803.42118549133
1111,9721.17606292821
1112,9787.37335669853
1113,9718.16709502956
1114,9780.35243160168
1115,9676.04154444845
1116,9804.42417479088
1117,9730.20296662416
1118,9730.20296662416
1119,9810.44211058818
1120,9733.21193452281
1121,9741.23584891922
1122,9745.24780611742
1123,9785.36737809943
1124,9793.39129249583
1125,9712.14915923226
1126,9741.23584891922
1127,9821.47499288323
1128,9737.22389172102
1129,9762.29862420977
1130,9725.18802012641
1131,9753.27172051382
1132,9728.19698802506
1133,9727.19399872551
1134,9670.02360865115
1135,9837.52282167604
1136,9800.41221759268
1137,9764.30460280887
1138,9728.19698802506
1139,9699.11029833811
1140,9725.18802012641
1141,9734.21492382236
1142,9768.31656000707
1143,9777.34346370302
1144,9674.03556584935
1145,9655.98175845745
1146,9847.55271467154
1147,9778.34645300257
1148,9779.34944230212
1149,9713.15214853181
1150,9735.21791312191
1151,9726.19100942596
1152,9799.40922829313
1153,9822.47798218279
1154,9689.08040534261
1155,9824.48396078188
1156,9747.25378471652
1157,9784.36438879988
1158,9766.31058140797
1159,9685.0684481444
1160,9784.36438879988
1161,9652.9727905588
1162,9794.39428179538
1163,9798.40623899358
1164,9751.26574191472
1165,9777.34346370302
1166,9741.23584891922
1167,9697.10431973901
1168,9668.01763005205
1169,9722.17905222776
1170,9796.40026039448
1171,9730.20296662416
1172,9779.34944230212
1173,9766.31058140797
1174,9730.20296662416
1175,9806.43015338998
1176,9720.17307362866
1177,9750.26275261517
1178,9666.01165145295
1179,9763.30161350932
1180,9696.10133043946
1181,9767.31357070752
1182,9829.49890727964
1183,9697.10431973901
1184,9794.39428179538
1185,9748.25677401607
1186,9696.10133043946
1187,9738.22688102057
1188,9828.49591798009
1189,9791.38531389673
1190,9716.16111643046
1191,9773.33150650482
1192,9744.24481681787
1193,9773.33150650482
1194,9781.35542090123
1195,9787.37335669853
1196,9738.22688102057
1197,9755.27769911292
1198,9712.14915923226
1199,9710.14318063316
1200,9802.41819619178
1201,9665.0086621534
1202,9733.21193452281
1203,9765.30759210842
1204,9699.11029833811
1205,9646.9548547615
1206,9650.9668119597
1207,9846.54972537199
1208,9646.9548547615
1209,9858.58559696659
1210,9680.05350164665
1211,9728.19698802506
1212,9767.31357070752
1213,9719.17008432911
1214,9780.35243160168
1215,9719.17008432911
1216,9715.15812713091
1217,9824.48396078188
1218,9745.24780611742
1219,9767.31357070752
1220,9716.16111643046
1221,9776.34047440347
1222,9672.02958725025
1223,9750.26275261517
1224,9750.26275261517
1225,9724.18503082686
1226,9833.51086447784
1227,9711.14616993271
1228,9843.54075747334
1229,9705.12823413541
1230,9774.33449580437
1231,9723.18204152731
1232,9706.13122343496
1233,9686.07143744395
1234,9748.25677401607
1235,9786.37036739898
1236,9729.19997732461
1237,9776.34047440347
1238,9812.44808918728
1239,9757.28367771202
1240,9759.28965631112
1241,9825.48695008143
1242,9774.33449580437
1243,9717.16410573001
1244,9754.27470981337
1245,9740.23285961967
1246,9665.0086621534
1247,9720.17307362866
1248,9750.26275261517
1249,9742.23883821877
1250,9773.33150650482
1251,9812.44808918728
1252,9757.28367771202
1253,9749.25976331562
1254,9691.08638394171
1255,9750.26275261517
1256,9674.03556584935
1257,9690.08339464216
1258,9844.54374677289
1259,9702.11926623676
1260,9752.26873121427
1261,9775.33748510392
1262,9729.19997732461
1263,9781.35542090123
1264,9757.28367771202
1265,9754.27470981337
1266,9761.29563491022
1267,9735.21791312191
1268,9722.17905222776
1269,9790.38232459718
1270,9768.31656000707
1271,9697.10431973901
1272,9716.16111643046
1273,9709.14019133361
1274,9715.15812713091
1275,9830.50189657919
1276,9820.47200358368
1277,9851.56467186974
1278,9678.04752304755
1279,9737.22389172102
1280,9721.17606292821
1281,9710.14318063316
1282,9735.21791312191
1283,9800.41221759268
1284,9776.34047440347
1285,9786.37036739898
1286,9724.18503082686
1287,9818.46602498458
1288,9733.21193452281
1289,9732.20894522326
1290,9816.46004638548
1291,9702.11926623676
1292,9736.22090242146
1293,9705.12823413541
1294,9753.27172051382
1295,9806.43015338998
1296,9839.52880027514
1297,9794.39428179538
1298,9805.42716409043
1299,9638.93094036509
1300,9791.38531389673
1301,9804.42417479088
1302,9807.43314268953
1303,9780.35243160168
1304,9791.38531389673
1305,9810.44211058818
1306,9788.37634599808
1307,9782.35841020078
1308,9735.21791312191
1309,9693.0923625408
1310,9773.33150650482
1311,9834.51385377739
1312,9797.40324969403
1313,9760.29264561067
1314,9706.13122343496
1315,9690.08339464216
1316,9725.18802012641
1317,9730.20296662416
1318,9651.96980125925
1319,9707.13421273451
1320,9703.12225553631
1321,9815.45705708593
1322,9780.35243160168
1323,9661.99969425475
1324,9863.60054346434
1325,9607.83827207904
1326,9733.21193452281
1327,9715.15812713091
1328,9751.26574191472
1329,9733.21193452281
1330,9722.17905222776
1331,9755.27769911292
1332,9763.30161350932
1333,9798.40623899358
1334,9700.11328763766
1335,9748.25677401607
1336,9758.28666701157
1337,9794.39428179538
1338,9738.22688102057
1339,9805.42716409043
1340,9809.43912128863
1341,9805.42716409043
1342,9739.22987032012
1343,9844.54374677289
1344,9750.26275261517
1345,9705.12823413541
1346,9746.25079541697
1347,9803.42118549133
1348,9812.44808918728
1349,9776.34047440347
1350,9788.37634599808
1351,9810.44211058818
1352,9749.25976331562
1353,9719.17008432911
1354,9694.09535184035
1355,9741.23584891922
1356,9729.19997732461
1357,9844.54374677289
1358,9762.29862420977
1359,9660.9967049552
1360,9826.48993938098
1361,9829.49890727964
1362,9717.16410573001
